,ID,label,subset,resolution,duration,caption,url
1229,F2yh5HfIj2c,Scuba diving,training,1280x720,140.89,"[([0, 4.93], 'A man wearing scuba gear walks along the edge of a swimming pool.'), ([5.64, 31], ' The man starts talking to the camera and shows the camera various items.'), ([31.7, 32.4], ' The camera shows the swimming pool.'), ([33.11, 35.93], ' A tool and air compressor is shown.'), ([37.34, 126.8], ' The man enters the swimming pool and proceeds to place a cover on the drain while under water in the scuba gear.'), ([126.1, 127.5], ' The man gives a thumbs up.'), ([128.91, 140.89], ' The man shows the bubbles the tool makes underwater while bobbing his head.')]",https://www.youtube.com/watch?v=F2yh5HfIj2c
1230,jaRSbVCkxlU,Making a cake,training,1920x1080,237.24,"[([0, 11.86], 'woman is standing in a kitchen in front of a camera holding a door.'), ([11.86, 37.96], ' woman cuts the door and spread chocolate cream on he top and put another layer of cake.'), ([37.96, 58.12], ' the woman spread the chocolate cream again in the top and put another layer of cake and spread the cream on top and at sides.'), ([58.12, 99.64], ' woman flatten the cream and varnish it.'), ([99.64, 237.24], ' thw woman grabs white fondant and kneads it and then cover the cake with it with her hands and cuts the remaining, adds ornamens on top.')]",https://www.youtube.com/watch?v=jaRSbVCkxlU
1231,9hR1MHvXGv8,Rock climbing,training,1920x1080,112.52000000000001,"[([0, 3.94], 'We see a man putting items in his car.'), ([3.94, 19.69], ' The man gets in the car and drives down the street.'), ([20.82, 30.94], ' We see men climbing indoors on a climbing wall, and outdoors in the woods.'), ([32.63, 42.2], '  We see two men outdoors at night then day.'), ([45.57, 105.77], ' We see men climbing a cliff.'), ([70.89, 73.14], '  A man waves from the top.'), ([74.27, 80.45], ' We see the men on the top of the cliff.'), ([82.14, 84.96], '  A man drills holes in a wall.'), ([95.08, 105.77], ' We see a man fall repeatedly.'), ([106.34, 112.52], ' We see three men in a boat on a river.')]",https://www.youtube.com/watch?v=9hR1MHvXGv8
1232,OPqqbxGKp6E,Making an omelette,training,1280x720,138.79,"[([0, 89.52], 'We see a person in a kitchen cooking on the stove.'), ([4.16, 28.45], ' The person has  skillet with butter they add eggs to.'), ([34.7, 45.8], ' The person flips the eggs.'), ([64.54, 82.58], ' A fire starts on the eye the person blow it out.'), ([93.68, 97.84], ' The person flips the eggs with a spatula.'), ([100.62, 136.01], ' The eggs are poured into a plate and salt and pepper are added.'), ([136.01, 138.79], ' The person walks away from the stove.')]",https://www.youtube.com/watch?v=OPqqbxGKp6E
1233,bjtjeUcoxkg,Shaving,training,1920x1080,121.19,"[([8.48, 17.57], 'A man speaks to a camera.'), ([18.18, 25.45], ' Another man shaves his face that is covered with shaving cream.'), ([26.66, 29.08], ' The man shaves part of his neck.'), ([30.3, 32.11], "" The man's razor is covered with shaving cream so he rinses the razor with water.""), ([32.72, 44.23], ' The man speaks to the camera again.'), ([44.84, 53.93], ' The shaving man again shaves part of his cheek area.'), ([54.53, 63.02], ' The man returns to speak to the camera.'), ([64.83, 75.13], ' An animation of shaving is shown.'), ([76.35, 83.01], ' The man continues to speak to the camera.'), ([84.22, 96.34], ' The shaving man shaves more towards his chin, including his upper cheek.'), ([98.16, 115.73], ' The man speaks some more to the camera.')]",https://www.youtube.com/watch?v=bjtjeUcoxkg
1234,eJnSC8C3OIw,Skateboarding,training,1920x1080,233.8,"[([0, 10.52], 'A website address is typed in.'), ([17.54, 220.94], ' Skateboards skate and do tricks down stairs and on benches throughout a city.'), ([61.96, 66.63], ' A skateboarder rides a concrete ramp in a skate park.'), ([100.53, 135.61], ' Skateboarders ride the banks of a drainage ditch.'), ([151.97, 158.99], ' Different skateboarders ride in a concrete ramp doing tricks.'), ([225.62, 233.8], ' The city lights are seen at night with passing traffic in fast motion.')]",https://www.youtube.com/watch?v=eJnSC8C3OIw
1235,tL90IPP3hbA,Spread mulch,training,1280x720,92.6,"[([0, 8.8], 'A logo is seen and captions are shown on the screen.'), ([6.95, 27.32], ' Trees and mulch are shown with a slight breeze.'), ([27.78, 78.25], ' Several people are shown planting a tree.'), ([48.62, 78.25], ' The people are spreading mulch around the tree.'), ([79.17, 91.21], ' Several logos are shown on the screen.')]",https://www.youtube.com/watch?v=tL90IPP3hbA
1236,4aiE_-yQWZE,Doing fencing,training,1920x1080,182.0,"[([0, 24.57], 'Several people are dressed in sweatsuits rolling out mats in a large gym.'), ([24.57, 58.24], 'After the mats are rolled out,other individuals begin walking across the floor dressed in fencing uniforms.'), ([58.24, 99.19], 'The athletes then begin walking around and talking to each other as a small mascot walks across the mat.'), ([98.28, 116.48], 'Finally,a match begins and once it is over about five of the individuals pose for a picture.'), ([116.48, 153.79], 'The camera then speeds up and shows several teams and people entering and leaving the gym.'), ([154.7, 182], 'Next,fencing matches are shown between about 12 pairs of people and they line up and give each other a high five before huddling up and having a talk with their coach.')]",https://www.youtube.com/watch?v=4aiE_-yQWZE
1237,t04jE7d0Obw,Tango,training,1280x720,175.17000000000002,"[([0, 12.26], 'We see a man give a lady a rose.'), ([14.89, 175.17], ' The man and the woman then perform a dance in front of a crowd.'), ([34.16, 42.92], ' 35 The man spins the lady making her dress flounce and looks at her chest.'), ([43.79, 160.28], ' The dance repeats over and over again many times.'), ([161.16, 175.17], ' The man bends the woman forward looking at her chest two times and almost puts his hand on her neck.')]",https://www.youtube.com/watch?v=t04jE7d0Obw
1238,wEn3nAJHhtw,Disc dog,validation,1920x1080,159.78,"[([0, 21.57], 'The black and white dog is standing at the center of the field with the girl in black shirt and short brown hair.'), ([11.18, 74.3], ' The girl and the dog did some tricks where the girl moved her arms and legs while the dog moved in between them.'), ([19.97, 125.42], ' The girl did some tricks with frisbee and then threw the frisbee and the dog chase after it, and returned it to the girl.'), ([63.11, 135.01], ' The girl threw several frisbees and the dog chase after them.'), ([111.84, 157.38], "" The audience cheered and two kids walked in the field and picked up the frisbees while the dog wouldn't let go of one frisbee."")]",https://www.youtube.com/watch?v=wEn3nAJHhtw
1239,gjz9pSK0Y9I,Putting on shoes,validation,1920x1080,124.39,"[([0, 16.79], 'A boy talks to the camera from behind a row of shoes.'), ([16.79, 27.37], 'The boy tries to walk in heels.'), ([27.37, 37.32], ' The boy tries to walk in large shoes.'), ([37.94, 51.62], ' The boy tries to put on another pair of shoes.'), ([51, 124.39], ' The boy resumes talking to the camera while interacting with the fourth pair of shoes.'), ([109.46, 115.06], ' The boy puts on the fourth pair of shoes.')]",https://www.youtube.com/watch?v=gjz9pSK0Y9I
1240,LtQTtCplKz0,Triple jump,training,1920x1080,194.38,"[([0, 6.8], 'A man by the name of ALEX AL-AMEEN is smiling and talking and the words below his name say that he has been ""SELECTED FOR COMMONWEALTH GAMES 2014 110 METRE HURDLES"".'), ([6.8, 11.66], 'A man is then shown on the track sitting on the ground prepping his feet for his shoes as he wraps tape around his foot.'), ([11.66, 114.68], ' Three men are now walking to a track where various people are running and taking turns doing hop, skip and jumps.'), ([114.68, 128.29], 'A man briefly stops and talks to the camera while he appears a little out of breath.'), ([128.29, 157.44], 'Another man is now kneeling and applying tape next to the sandy area of the jump while he talks.'), ([157.44, 162.3], ' The man is now standing at a bar bell with very heavy weights and he slowly starts to lift it, then drops it.'), ([162.3, 178.82], "" A woman is now holding dumbbells while she steps on some stairs, and the man is show again but this time he's pulling on an exercise equipment.""), ([178.82, 194.37], ' The white outro screen appears with their logo and the words saying to subscribe to their youtube channel.')]",https://www.youtube.com/watch?v=LtQTtCplKz0
1241,VN-BUL75x5Y,Grooming dog,training,1280x720,117.19,"[([0, 4.69], 'A woman sitting on the floor talks to the camera while petting a dog.'), ([5.27, 33.4], ' The woman holds up some sort of tool while talking to the camera.'), ([33.4, 63.28], ' The woman uses the tool to brush the dog while talking.'), ([63.87, 72.66], ' The woman sets down the tool and pets the dog while talking to the camera.'), ([72.07, 105.47], ' The woman talks to the camera about the tool.'), ([106.06, 108.4], ' The dog and women get up from the ground.'), ([108.99, 114.26], ' A sped up process of drawing an owl emblem is shown.')]",https://www.youtube.com/watch?v=VN-BUL75x5Y
1242,GV_BDNmUiLY,Sailing,validation,1920x1080,124.85,"[([6.24, 13.11], 'A woman spreads water with a hose in a boat.'), ([19.35, 27.47], ' People sail in a boat in the ocean.'), ([32.46, 43.7], ' Men compete in sailing boats while standing on the border of the boat.'), ([48.07, 55.56], ' Other people sails standing on sail surfboards.'), ([56.18, 58.06], ' Men sail on boats that have c-kites.'), ([63.68, 104.88], ' Several adds are displayed in the screen.'), ([105.5, 115.49], ' Women and men receive medals in a podium.')]",https://www.youtube.com/watch?v=GV_BDNmUiLY
1243,MM5mreexkI8,Vacuuming floor,training,1920x1080,77.72,"[([0, 8.55], 'A young girl runs through the living room dropping flowers and dirt around.'), ([8.94, 38.47], ' A woman grabs a vacuum and vacuums the floor.'), ([38.86, 50.52], ' She inserts a tool into the vacuum and vacuums along the baseboards.'), ([50.91, 54.79], ' She uses a special tool of the vacuum to vacuum around the sofa and the stair carpet.'), ([55.18, 60.23], ' She uses another tool of the vacuum to vacuum around windows.'), ([64.12, 67.61], ' She pulls a tray out of the vacuum.')]",https://www.youtube.com/watch?v=MM5mreexkI8
1244,K9cQxJ37xzA,Spinning,training,1920x1080,106.7,"[([0, 36.81], 'A woman in a white tank top is riding an exercise bike in a room.'), ([36.81, 45.35], ' She is doing push ups on a black mat.'), ([45.88, 72.55], ' She is back to riding the exercise bike.'), ([73.62, 83.76], ' She is lifting weights up and down at her sides.'), ([83.76, 106.7], ' She is riding on the exercise bike again.')]",https://www.youtube.com/watch?v=K9cQxJ37xzA
1245,ZBZUrC4M5E8,Shot put,training,1280x720,119.7,"[([0, 9.58], 'A buff man steps into a circle and puts the shot put on this shoulder.'), ([11.37, 16.76], 'The man then spins around and throws the ball into the field.'), ([16.76, 25.14], 'Once completed,he puts on a large neon shirt.'), ([25.14, 65.24], 'Another man approaches the cirle and does the samething as someone comes to the field and measure how far the ball went.'), ([65.24, 93.37], 'The contestants then come back and begin talking to each other before their scores are shown.'), ([93.37, 119.7], 'An aerial view is then provided,then the camera pans the crowd.')]",https://www.youtube.com/watch?v=ZBZUrC4M5E8
1246,ucHq8B0-1BA,Grooming horse,validation,1920x1080,208.86,"[([0, 208.86], ""A little girl wearing a blue helmet is standing and walking in the area of avery large white horse as it's getting brushed by an adult.""), ([0, 13.58], ' The little girl also begins brushing the horse for a brief moment and then she stops,walks away from the horse, and throws the brush into a bucket.'), ([13.58, 67.88], 'The girl then walks over to the wall and touches a black object, then walks away and walks to the other side and removes a hook from one latch and walks over to another latch nearby and puts the hook onto it then walks away.'), ([67.88, 124.27], 'The girl begins talking to the adult who is still brushing the horse and the little girl reaches into the bucket to grab a long handle brush and she begins to brush the tail while the woman holds onto the tail to direct her.'), ([124.27, 177.53], 'The woman grabs another brush of her own and so does the little girl and they both continue brushing the horse.'), ([177.53, 197.38], 'The woman directs the child to   walk to the other side of the horse where they continue to groom it and hair is flying everywhere.'), ([197.38, 208.86], ""The horse begins to gently kick it's front right leg and the adult moves the child to safety and the child stops brushing the horse."")]",https://www.youtube.com/watch?v=ucHq8B0-1BA
1247,7-jcXxwqf5E,Ice fishing,validation,1920x1080,216.02,"[([10.8, 38.88], 'A man reels on a fishing rod while ice fishing.'), ([38.88, 76.69], ' The man kneels beside the ice fishing hole while reeling.'), ([76.69, 118.81], ' The man pulls several fish out of the hole.'), ([119.89, 126.37], ' The man stands up and walks out of camera view.'), ([126.37, 140.41], ' The man hooks one of the fish on a portable weighing scale.'), ([140.41, 152.29], ' The man drops the fish back into the hole.'), ([152.29, 167.41], ' The man weighs the other fish on the portable scale.'), ([167.41, 185.77], ' The man drops the other fish back into the hole.'), ([185.77, 199.81], ' The man walks towards the camera and stands in front of it.')]",https://www.youtube.com/watch?v=7-jcXxwqf5E
1248,cCISvaObBxI,Futsal,training,1280x720,194.26,"[([12.63, 64.11], 'Two teams play soccer in an indoor soccer court, the team wearing white t-shirt wins the competition.'), ([43.71, 48.56], ' The player scores and celebrate with a teammate.'), ([67.99, 88.39], ' Other teams plays soccer, a player with white uniform receives a ball and score.'), ([92.27, 110.73], ' Two teams play soccer, and the player with the yellow uniform scores.'), ([120.44, 137.92], ' Two team of girls compete, a girl with red uniform scores and the team wins.'), ([137.92, 161.23], ' Then, a player with a white uniform scores with a spectacular movement.')]",https://www.youtube.com/watch?v=cCISvaObBxI
